[110ns] [0x0] [0x00001137] | lui sp,0x1 | x2 = 4096 , 0x1000

[36170ns] [0x2A8] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36180ns] [0x2AC] [0x01300793] | li a5,19 | x15 = 19 , 0x13

[36190ns] [0x2B0] [0x00F71663] | bne a4,a5,2bc <function+0x18c> | x0 = 1 , 0x1

[36200ns] [0x2BC] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36230ns] [0x2C0] [0x01400793] | li a5,20 | x15 = 20 , 0x14

[36240ns] [0x2C4] [0x00F71663] | bne a4,a5,2d0 <function+0x1a0> | x0 = 1 , 0x1

[36290ns] [0x2D0] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36300ns] [0x2D4] [0x01500793] | li a5,21 | x15 = 21 , 0x15

[36310ns] [0x2D8] [0x00F71663] | bne a4,a5,2e4 <function+0x1b4> | x0 = 1 , 0x1

[36340ns] [0x2E4] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36350ns] [0x2E8] [0x01600793] | li a5,22 | x15 = 22 , 0x16

[36360ns] [0x2EC] [0x00F71663] | bne a4,a5,2f8 <function+0x1c8> | x0 = 1 , 0x1

[36370ns] [0x2F8] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36400ns] [0x2FC] [0x01700793] | li a5,23 | x15 = 23 , 0x17

[36410ns] [0x300] [0x00F71663] | bne a4,a5,30c <function+0x1dc> | x0 = 1 , 0x1

[36520ns] [0x30C] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36530ns] [0x310] [0x01800793] | li a5,24 | x15 = 24 , 0x18

[36540ns] [0x314] [0x00F71663] | bne a4,a5,320 <function+0x1f0> | x0 = 1 , 0x1

[36630ns] [0x320] [0xFEC42703] | lw a4,-20(s0) | x14 = 25 , 0x19

[36640ns] [0x324] [0x01900793] | li a5,25 | x15 = 25 , 0x19

[36650ns] [0x328] [0x00F71663] | bne a4,a5,334 <function+0x204> | x0 = 0 , 0x0

[36660ns] [0x32C] [0x05900793] | li a5,89 | x15 = 89 , 0x59

[36670ns] [0x330] [0x01C0006F] | j 34c <function+0x21c> | x0 = 820 , 0x334

[36720ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 89 , 0x59

[36770ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[36780ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[36790ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[36800ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 89 , 0x59

[36810ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 89 , 0x59

[36820ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 1884 , 0x75c

[36830ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 1973 , 0x7b5

[36840ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[36880ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 25 , 0x19

[36910ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 26 , 0x1a

[36920ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[36950ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 26 , 0x1a

[36970ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[36980ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[37010ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 26 , 0x1a

[37030ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[37040ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[37050ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[37090ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[37100ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[37130ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37150ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[37160ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[37190ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37220ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[37230ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[37280ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37290ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[37300ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 1 , 0x1

[37330ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37340ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[37350ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 1 , 0x1

[37360ns] [0x190] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37390ns] [0x194] [0x00500793] | li a5,5 | x15 = 5 , 0x5

[37400ns] [0x198] [0x00F71663] | bne a4,a5,1a4 <function+0x74> | x0 = 1 , 0x1

[37450ns] [0x1A4] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37460ns] [0x1A8] [0x00600793] | li a5,6 | x15 = 6 , 0x6

[37470ns] [0x1AC] [0x00F71663] | bne a4,a5,1b8 <function+0x88> | x0 = 1 , 0x1

[37500ns] [0x1B8] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37510ns] [0x1BC] [0x00700793] | li a5,7 | x15 = 7 , 0x7

[37520ns] [0x1C0] [0x00F71663] | bne a4,a5,1cc <function+0x9c> | x0 = 1 , 0x1

[37530ns] [0x1CC] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37560ns] [0x1D0] [0x00800793] | li a5,8 | x15 = 8 , 0x8

[37570ns] [0x1D4] [0x00F71663] | bne a4,a5,1e0 <function+0xb0> | x0 = 1 , 0x1

[37620ns] [0x1E0] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37630ns] [0x1E4] [0x00900793] | li a5,9 | x15 = 9 , 0x9

[37640ns] [0x1E8] [0x00F71663] | bne a4,a5,1f4 <function+0xc4> | x0 = 1 , 0x1

[37670ns] [0x1F4] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37680ns] [0x1F8] [0x00A00793] | li a5,10 | x15 = 10 , 0xa

[37690ns] [0x1FC] [0x00F71663] | bne a4,a5,208 <function+0xd8> | x0 = 1 , 0x1

[37700ns] [0x208] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37730ns] [0x20C] [0x00B00793] | li a5,11 | x15 = 11 , 0xb

[37740ns] [0x210] [0x00F71663] | bne a4,a5,21c <function+0xec> | x0 = 1 , 0x1

[37790ns] [0x21C] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37800ns] [0x220] [0x00C00793] | li a5,12 | x15 = 12 , 0xc

[37810ns] [0x224] [0x00F71663] | bne a4,a5,230 <function+0x100> | x0 = 1 , 0x1

[37840ns] [0x230] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37850ns] [0x234] [0x00D00793] | li a5,13 | x15 = 13 , 0xd

[37860ns] [0x238] [0x00F71663] | bne a4,a5,244 <function+0x114> | x0 = 1 , 0x1

[37870ns] [0x244] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37900ns] [0x248] [0x00E00793] | li a5,14 | x15 = 14 , 0xe

[37910ns] [0x24C] [0x00F71663] | bne a4,a5,258 <function+0x128> | x0 = 1 , 0x1

[37960ns] [0x258] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[37970ns] [0x25C] [0x00F00793] | li a5,15 | x15 = 15 , 0xf

[37980ns] [0x260] [0x00F71663] | bne a4,a5,26c <function+0x13c> | x0 = 1 , 0x1

[38010ns] [0x26C] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38020ns] [0x270] [0x01000793] | li a5,16 | x15 = 16 , 0x10

[38030ns] [0x274] [0x00F71663] | bne a4,a5,280 <function+0x150> | x0 = 1 , 0x1

[38040ns] [0x280] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38070ns] [0x284] [0x01100793] | li a5,17 | x15 = 17 , 0x11

[38080ns] [0x288] [0x00F71663] | bne a4,a5,294 <function+0x164> | x0 = 1 , 0x1

[38130ns] [0x294] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38140ns] [0x298] [0x01200793] | li a5,18 | x15 = 18 , 0x12

[38150ns] [0x29C] [0x00F71663] | bne a4,a5,2a8 <function+0x178> | x0 = 1 , 0x1

[38180ns] [0x2A8] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38190ns] [0x2AC] [0x01300793] | li a5,19 | x15 = 19 , 0x13

[38200ns] [0x2B0] [0x00F71663] | bne a4,a5,2bc <function+0x18c> | x0 = 1 , 0x1

[38210ns] [0x2BC] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38240ns] [0x2C0] [0x01400793] | li a5,20 | x15 = 20 , 0x14

[38250ns] [0x2C4] [0x00F71663] | bne a4,a5,2d0 <function+0x1a0> | x0 = 1 , 0x1

[38300ns] [0x2D0] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38310ns] [0x2D4] [0x01500793] | li a5,21 | x15 = 21 , 0x15

[38320ns] [0x2D8] [0x00F71663] | bne a4,a5,2e4 <function+0x1b4> | x0 = 1 , 0x1

[38350ns] [0x2E4] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38360ns] [0x2E8] [0x01600793] | li a5,22 | x15 = 22 , 0x16

[38370ns] [0x2EC] [0x00F71663] | bne a4,a5,2f8 <function+0x1c8> | x0 = 1 , 0x1

[38380ns] [0x2F8] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38410ns] [0x2FC] [0x01700793] | li a5,23 | x15 = 23 , 0x17

[38420ns] [0x300] [0x00F71663] | bne a4,a5,30c <function+0x1dc> | x0 = 1 , 0x1

[38470ns] [0x30C] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38480ns] [0x310] [0x01800793] | li a5,24 | x15 = 24 , 0x18

[38490ns] [0x314] [0x00F71663] | bne a4,a5,320 <function+0x1f0> | x0 = 1 , 0x1

[38580ns] [0x320] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38590ns] [0x324] [0x01900793] | li a5,25 | x15 = 25 , 0x19

[38600ns] [0x328] [0x00F71663] | bne a4,a5,334 <function+0x204> | x0 = 1 , 0x1

[38690ns] [0x334] [0xFEC42703] | lw a4,-20(s0) | x14 = 26 , 0x1a

[38700ns] [0x338] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[38710ns] [0x33C] [0x00F71663] | bne a4,a5,348 <function+0x218> | x0 = 0 , 0x0

[38720ns] [0x340] [0x05A00793] | li a5,90 | x15 = 90 , 0x5a

[38730ns] [0x344] [0x0080006F] | j 34c <function+0x21c> | x0 = 840 , 0x348

[38780ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 90 , 0x5a

[38830ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[38840ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[38850ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[38860ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 90 , 0x5a

[38870ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 90 , 0x5a

[38880ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 1973 , 0x7b5

[38890ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 2063 , 0x80f

[38900ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[38940ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 26 , 0x1a

[38970ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 27 , 0x1b

[38980ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[39010ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 27 , 0x1b

[39030ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[39040ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 0 , 0x0

[39130ns] [0x64] [0xFE842783] | lw a5,-24(s0) | x15 = 0 , 0x0

[39150ns] [0x68] [0x00178793] | add a5,a5,1 | x15 = 1 , 0x1

[39160ns] [0x6C] [0xFEF42423] | sw a5,-24(s0) | x0 = 0 , 0x0

[39190ns] [0x70] [0xFE842703] | lw a4,-24(s0) | x14 = 1 , 0x1

[39200ns] [0x74] [0x00900793] | li a5,9 | x15 = 9 , 0x9

[39210ns] [0x78] [0xFAE7F8E3] | bgeu a5,a4,28 <main+0x1c> | x0 = 1 , 0x1

[39280ns] [0x28] [0xFE042223] | sw zero,-28(s0) | x0 = 0 , 0x0

[39300ns] [0x2C] [0x02C0006F] | j 58 <main+0x4c> | x0 = 48 , 0x30

[39320ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 0 , 0x0

[39330ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[39340ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[39450ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 0 , 0x0

[39460ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[39470ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[39480ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[39490ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[39500ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[39520ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39530ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[39540ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[39570ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39590ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[39600ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[39640ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39650ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[39660ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 1 , 0x1

[39670ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39700ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[39710ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 1 , 0x1

[39760ns] [0x190] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39770ns] [0x194] [0x00500793] | li a5,5 | x15 = 5 , 0x5

[39780ns] [0x198] [0x00F71663] | bne a4,a5,1a4 <function+0x74> | x0 = 1 , 0x1

[39810ns] [0x1A4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39820ns] [0x1A8] [0x00600793] | li a5,6 | x15 = 6 , 0x6

[39830ns] [0x1AC] [0x00F71663] | bne a4,a5,1b8 <function+0x88> | x0 = 1 , 0x1

[39840ns] [0x1B8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39870ns] [0x1BC] [0x00700793] | li a5,7 | x15 = 7 , 0x7

[39880ns] [0x1C0] [0x00F71663] | bne a4,a5,1cc <function+0x9c> | x0 = 1 , 0x1

[39930ns] [0x1CC] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39940ns] [0x1D0] [0x00800793] | li a5,8 | x15 = 8 , 0x8

[39950ns] [0x1D4] [0x00F71663] | bne a4,a5,1e0 <function+0xb0> | x0 = 1 , 0x1

[39980ns] [0x1E0] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[39990ns] [0x1E4] [0x00900793] | li a5,9 | x15 = 9 , 0x9

[40000ns] [0x1E8] [0x00F71663] | bne a4,a5,1f4 <function+0xc4> | x0 = 1 , 0x1

[40010ns] [0x1F4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40040ns] [0x1F8] [0x00A00793] | li a5,10 | x15 = 10 , 0xa

[40050ns] [0x1FC] [0x00F71663] | bne a4,a5,208 <function+0xd8> | x0 = 1 , 0x1

[40100ns] [0x208] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40110ns] [0x20C] [0x00B00793] | li a5,11 | x15 = 11 , 0xb

[40120ns] [0x210] [0x00F71663] | bne a4,a5,21c <function+0xec> | x0 = 1 , 0x1

[40150ns] [0x21C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40160ns] [0x220] [0x00C00793] | li a5,12 | x15 = 12 , 0xc

[40170ns] [0x224] [0x00F71663] | bne a4,a5,230 <function+0x100> | x0 = 1 , 0x1

[40180ns] [0x230] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40210ns] [0x234] [0x00D00793] | li a5,13 | x15 = 13 , 0xd

[40220ns] [0x238] [0x00F71663] | bne a4,a5,244 <function+0x114> | x0 = 1 , 0x1

[40270ns] [0x244] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40280ns] [0x248] [0x00E00793] | li a5,14 | x15 = 14 , 0xe

[40290ns] [0x24C] [0x00F71663] | bne a4,a5,258 <function+0x128> | x0 = 1 , 0x1

[40320ns] [0x258] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40330ns] [0x25C] [0x00F00793] | li a5,15 | x15 = 15 , 0xf

[40340ns] [0x260] [0x00F71663] | bne a4,a5,26c <function+0x13c> | x0 = 1 , 0x1

[40350ns] [0x26C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40380ns] [0x270] [0x01000793] | li a5,16 | x15 = 16 , 0x10

[40390ns] [0x274] [0x00F71663] | bne a4,a5,280 <function+0x150> | x0 = 1 , 0x1

[40440ns] [0x280] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40450ns] [0x284] [0x01100793] | li a5,17 | x15 = 17 , 0x11

[40460ns] [0x288] [0x00F71663] | bne a4,a5,294 <function+0x164> | x0 = 1 , 0x1

[40490ns] [0x294] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40500ns] [0x298] [0x01200793] | li a5,18 | x15 = 18 , 0x12

[40510ns] [0x29C] [0x00F71663] | bne a4,a5,2a8 <function+0x178> | x0 = 1 , 0x1

[40520ns] [0x2A8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40550ns] [0x2AC] [0x01300793] | li a5,19 | x15 = 19 , 0x13

[40560ns] [0x2B0] [0x00F71663] | bne a4,a5,2bc <function+0x18c> | x0 = 1 , 0x1

[40610ns] [0x2BC] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40620ns] [0x2C0] [0x01400793] | li a5,20 | x15 = 20 , 0x14

[40630ns] [0x2C4] [0x00F71663] | bne a4,a5,2d0 <function+0x1a0> | x0 = 1 , 0x1

[40660ns] [0x2D0] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40670ns] [0x2D4] [0x01500793] | li a5,21 | x15 = 21 , 0x15

[40680ns] [0x2D8] [0x00F71663] | bne a4,a5,2e4 <function+0x1b4> | x0 = 1 , 0x1

[40690ns] [0x2E4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40720ns] [0x2E8] [0x01600793] | li a5,22 | x15 = 22 , 0x16

[40730ns] [0x2EC] [0x00F71663] | bne a4,a5,2f8 <function+0x1c8> | x0 = 1 , 0x1

[40780ns] [0x2F8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40790ns] [0x2FC] [0x01700793] | li a5,23 | x15 = 23 , 0x17

[40800ns] [0x300] [0x00F71663] | bne a4,a5,30c <function+0x1dc> | x0 = 1 , 0x1

[40830ns] [0x30C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40840ns] [0x310] [0x01800793] | li a5,24 | x15 = 24 , 0x18

[40850ns] [0x314] [0x00F71663] | bne a4,a5,320 <function+0x1f0> | x0 = 1 , 0x1

[40860ns] [0x320] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[40890ns] [0x324] [0x01900793] | li a5,25 | x15 = 25 , 0x19

[40900ns] [0x328] [0x00F71663] | bne a4,a5,334 <function+0x204> | x0 = 1 , 0x1

[41010ns] [0x334] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[41020ns] [0x338] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[41030ns] [0x33C] [0x00F71663] | bne a4,a5,348 <function+0x218> | x0 = 1 , 0x1

[41080ns] [0x348] [0x03000793] | li a5,48 | x15 = 48 , 0x30

[41090ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 48 , 0x30

[41140ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[41150ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[41160ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[41170ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 48 , 0x30

[41180ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 48 , 0x30

[41190ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 2063 , 0x80f

[41200ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 2111 , 0x83f

[41210ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[41250ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 0 , 0x0

[41280ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 1 , 0x1

[41290ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[41320ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 1 , 0x1

[41340ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[41350ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[41380ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 1 , 0x1

[41400ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[41410ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[41420ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[41460ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[41470ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[41500ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 1 , 0x1

[41520ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[41530ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 0 , 0x0

[41600ns] [0x14C] [0x04100793] | li a5,65 | x15 = 65 , 0x41

[41610ns] [0x150] [0x1FC0006F] | j 34c <function+0x21c> | x0 = 340 , 0x154

[41620ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 65 , 0x41

[41670ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[41680ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[41690ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[41700ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 65 , 0x41

[41710ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 65 , 0x41

[41720ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 2111 , 0x83f

[41730ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 2176 , 0x880

[41740ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[41780ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 1 , 0x1

[41810ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 2 , 0x2

[41820ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[41850ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 2 , 0x2

[41870ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[41880ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[41910ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 2 , 0x2

[41930ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[41940ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[41950ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[41990ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[42000ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[42030ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 2 , 0x2

[42050ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[42060ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[42090ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 2 , 0x2

[42120ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[42130ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 0 , 0x0

[42200ns] [0x160] [0x04200793] | li a5,66 | x15 = 66 , 0x42

[42210ns] [0x164] [0x1E80006F] | j 34c <function+0x21c> | x0 = 360 , 0x168

[42220ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 66 , 0x42

[42270ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[42280ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[42290ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[42300ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 66 , 0x42

[42310ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 66 , 0x42

