[110ns] [0x0] [0x00001137] | lui sp,0x1 | x2 = 4096 , 0x1000
[1190ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1200ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[1210ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 1 , 0x1

[1300ns] [0x190] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1310ns] [0x194] [0x00500793] | li a5,5 | x15 = 5 , 0x5

[1320ns] [0x198] [0x00F71663] | bne a4,a5,1a4 <function+0x74> | x0 = 1 , 0x1

[1410ns] [0x1A4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1420ns] [0x1A8] [0x00600793] | li a5,6 | x15 = 6 , 0x6

[1430ns] [0x1AC] [0x00F71663] | bne a4,a5,1b8 <function+0x88> | x0 = 1 , 0x1

[1520ns] [0x1B8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1530ns] [0x1BC] [0x00700793] | li a5,7 | x15 = 7 , 0x7

[1540ns] [0x1C0] [0x00F71663] | bne a4,a5,1cc <function+0x9c> | x0 = 1 , 0x1

[1630ns] [0x1CC] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1640ns] [0x1D0] [0x00800793] | li a5,8 | x15 = 8 , 0x8

[1650ns] [0x1D4] [0x00F71663] | bne a4,a5,1e0 <function+0xb0> | x0 = 1 , 0x1

[1740ns] [0x1E0] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1750ns] [0x1E4] [0x00900793] | li a5,9 | x15 = 9 , 0x9

[1760ns] [0x1E8] [0x00F71663] | bne a4,a5,1f4 <function+0xc4> | x0 = 1 , 0x1

[1850ns] [0x1F4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1860ns] [0x1F8] [0x00A00793] | li a5,10 | x15 = 10 , 0xa

[1870ns] [0x1FC] [0x00F71663] | bne a4,a5,208 <function+0xd8> | x0 = 1 , 0x1

[1960ns] [0x208] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[1970ns] [0x20C] [0x00B00793] | li a5,11 | x15 = 11 , 0xb

[1980ns] [0x210] [0x00F71663] | bne a4,a5,21c <function+0xec> | x0 = 1 , 0x1

[2070ns] [0x21C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2080ns] [0x220] [0x00C00793] | li a5,12 | x15 = 12 , 0xc

[2090ns] [0x224] [0x00F71663] | bne a4,a5,230 <function+0x100> | x0 = 1 , 0x1

[2180ns] [0x230] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2190ns] [0x234] [0x00D00793] | li a5,13 | x15 = 13 , 0xd

[2200ns] [0x238] [0x00F71663] | bne a4,a5,244 <function+0x114> | x0 = 1 , 0x1

[2290ns] [0x244] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2300ns] [0x248] [0x00E00793] | li a5,14 | x15 = 14 , 0xe

[2310ns] [0x24C] [0x00F71663] | bne a4,a5,258 <function+0x128> | x0 = 1 , 0x1

[2400ns] [0x258] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2410ns] [0x25C] [0x00F00793] | li a5,15 | x15 = 15 , 0xf

[2420ns] [0x260] [0x00F71663] | bne a4,a5,26c <function+0x13c> | x0 = 1 , 0x1

[2510ns] [0x26C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2520ns] [0x270] [0x01000793] | li a5,16 | x15 = 16 , 0x10

[2530ns] [0x274] [0x00F71663] | bne a4,a5,280 <function+0x150> | x0 = 1 , 0x1

[2620ns] [0x280] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2630ns] [0x284] [0x01100793] | li a5,17 | x15 = 17 , 0x11

[2640ns] [0x288] [0x00F71663] | bne a4,a5,294 <function+0x164> | x0 = 1 , 0x1

[2730ns] [0x294] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2740ns] [0x298] [0x01200793] | li a5,18 | x15 = 18 , 0x12

[2750ns] [0x29C] [0x00F71663] | bne a4,a5,2a8 <function+0x178> | x0 = 1 , 0x1

[2840ns] [0x2A8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2850ns] [0x2AC] [0x01300793] | li a5,19 | x15 = 19 , 0x13

[2860ns] [0x2B0] [0x00F71663] | bne a4,a5,2bc <function+0x18c> | x0 = 1 , 0x1

[2950ns] [0x2BC] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[2960ns] [0x2C0] [0x01400793] | li a5,20 | x15 = 20 , 0x14

[2970ns] [0x2C4] [0x00F71663] | bne a4,a5,2d0 <function+0x1a0> | x0 = 1 , 0x1

[3060ns] [0x2D0] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3070ns] [0x2D4] [0x01500793] | li a5,21 | x15 = 21 , 0x15

[3080ns] [0x2D8] [0x00F71663] | bne a4,a5,2e4 <function+0x1b4> | x0 = 1 , 0x1

[3170ns] [0x2E4] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3180ns] [0x2E8] [0x01600793] | li a5,22 | x15 = 22 , 0x16

[3190ns] [0x2EC] [0x00F71663] | bne a4,a5,2f8 <function+0x1c8> | x0 = 1 , 0x1

[3280ns] [0x2F8] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3290ns] [0x2FC] [0x01700793] | li a5,23 | x15 = 23 , 0x17

[3300ns] [0x300] [0x00F71663] | bne a4,a5,30c <function+0x1dc> | x0 = 1 , 0x1

[3390ns] [0x30C] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3400ns] [0x310] [0x01800793] | li a5,24 | x15 = 24 , 0x18

[3410ns] [0x314] [0x00F71663] | bne a4,a5,320 <function+0x1f0> | x0 = 1 , 0x1

[3500ns] [0x320] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3510ns] [0x324] [0x01900793] | li a5,25 | x15 = 25 , 0x19

[3520ns] [0x328] [0x00F71663] | bne a4,a5,334 <function+0x204> | x0 = 1 , 0x1

[3610ns] [0x334] [0xFEC42703] | lw a4,-20(s0) | x14 = 0 , 0x0

[3620ns] [0x338] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[3630ns] [0x33C] [0x00F71663] | bne a4,a5,348 <function+0x218> | x0 = 1 , 0x1

[3680ns] [0x348] [0x03000793] | li a5,48 | x15 = 48 , 0x30

[3690ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 48 , 0x30

[3740ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[3750ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[3760ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[3800ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 48 , 0x30

[3820ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 48 , 0x30

[3850ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 0 , 0x0

[3870ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 48 , 0x30

[3880ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[3920ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 0 , 0x0

[3940ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 1 , 0x1

[3950ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[3980ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 1 , 0x1

[3990ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[4000ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[4090ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 1 , 0x1

[4110ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[4120ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[4130ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[4150ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[4160ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[4180ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 1 , 0x1

[4190ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[4200ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 0 , 0x0

[4210ns] [0x14C] [0x04100793] | li a5,65 | x15 = 65 , 0x41

[4220ns] [0x150] [0x1FC0006F] | j 34c <function+0x21c> | x0 = 340 , 0x154

[4290ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 65 , 0x41

[4350ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[4360ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[4370ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[4380ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 65 , 0x41

[4390ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 65 , 0x41

[4400ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 48 , 0x30

[4410ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 113 , 0x71

[4420ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[4460ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 1 , 0x1

[4490ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 2 , 0x2

[4500ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[4530ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 2 , 0x2

[4550ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[4560ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[4670ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 2 , 0x2

[4680ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[4690ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[4700ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[4710ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[4720ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[4740ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 2 , 0x2

[4750ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[4760ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[4850ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 2 , 0x2

[4870ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[4880ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 0 , 0x0

[4890ns] [0x160] [0x04200793] | li a5,66 | x15 = 66 , 0x42

[4900ns] [0x164] [0x1E80006F] | j 34c <function+0x21c> | x0 = 360 , 0x168

[4960ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 66 , 0x42

[5010ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[5020ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[5030ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[5040ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 66 , 0x42

[5050ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 66 , 0x42

[5060ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 113 , 0x71

[5070ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 179 , 0xb3

[5080ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[5120ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 2 , 0x2

[5150ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 3 , 0x3

[5160ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[5190ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 3 , 0x3

[5210ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[5220ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[5330ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 3 , 0x3

[5340ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[5350ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[5360ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[5370ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[5380ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[5400ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 3 , 0x3

[5410ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[5420ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[5510ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 3 , 0x3

[5530ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[5540ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[5640ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 3 , 0x3

[5650ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[5660ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 0 , 0x0

[5670ns] [0x174] [0x04300793] | li a5,67 | x15 = 67 , 0x43

[5680ns] [0x178] [0x1D40006F] | j 34c <function+0x21c> | x0 = 380 , 0x17c

[5730ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 67 , 0x43

[5780ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[5790ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[5800ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[5810ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 67 , 0x43

[5820ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 67 , 0x43

[5830ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 179 , 0xb3

[5840ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 246 , 0xf6

[5850ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[5890ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 3 , 0x3

[5920ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 4 , 0x4

[5930ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[5960ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 4 , 0x4

[5980ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[5990ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[6020ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 4 , 0x4

[6040ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[6050ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[6060ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[6100ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[6110ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[6140ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 4 , 0x4

[6160ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[6170ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[6200ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 4 , 0x4

[6230ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[6240ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[6350ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 4 , 0x4

[6360ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[6370ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 1 , 0x1

[6460ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 4 , 0x4

[6470ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[6480ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 0 , 0x0

[6490ns] [0x188] [0x04400793] | li a5,68 | x15 = 68 , 0x44

[6500ns] [0x18C] [0x1C00006F] | j 34c <function+0x21c> | x0 = 400 , 0x190

[6550ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 68 , 0x44

[6600ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[6610ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[6620ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[6630ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 68 , 0x44

[6640ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 68 , 0x44

[6650ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 246 , 0xf6

[6660ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 314 , 0x13a

[6670ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[6710ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 4 , 0x4

[6740ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 5 , 0x5

[6750ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[6780ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 5 , 0x5

[6800ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[6810ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[6840ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 5 , 0x5

[6860ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[6870ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[6880ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[6920ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[6930ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[6960ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 5 , 0x5

[6980ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[6990ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[7020ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 5 , 0x5

[7050ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[7060ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[7110ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 5 , 0x5

[7120ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[7130ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 1 , 0x1

[7220ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 5 , 0x5

[7230ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[7240ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 1 , 0x1

[7330ns] [0x190] [0xFEC42703] | lw a4,-20(s0) | x14 = 5 , 0x5

[7340ns] [0x194] [0x00500793] | li a5,5 | x15 = 5 , 0x5

[7350ns] [0x198] [0x00F71663] | bne a4,a5,1a4 <function+0x74> | x0 = 0 , 0x0

[7360ns] [0x19C] [0x04500793] | li a5,69 | x15 = 69 , 0x45

[7370ns] [0x1A0] [0x1AC0006F] | j 34c <function+0x21c> | x0 = 420 , 0x1a4

[7420ns] [0x34C] [0x00078513] | mv a0,a5 | x10 = 69 , 0x45

[7470ns] [0x350] [0x01C12403] | lw s0,28(sp) | x8 = 2048 , 0x800

[7480ns] [0x354] [0x02010113] | add sp,sp,32 | x2 = 1600 , 0x640

[7490ns] [0x358] [0x00008067] | ret  | x0 = 860 , 0x35c

[7500ns] [0x38] [0x00050793] | mv a5,a0 | x15 = 69 , 0x45

[7510ns] [0x3C] [0x00078713] | mv a4,a5 | x14 = 69 , 0x45

[7520ns] [0x40] [0xFEC42783] | lw a5,-20(s0) | x15 = 314 , 0x13a

[7530ns] [0x44] [0x00E787B3] | add a5,a5,a4 | x15 = 383 , 0x17f

[7540ns] [0x48] [0xFEF42623] | sw a5,-20(s0) | x0 = 0 , 0x0

[7580ns] [0x4C] [0xFE442783] | lw a5,-28(s0) | x15 = 5 , 0x5

[7610ns] [0x50] [0x00178793] | add a5,a5,1 | x15 = 6 , 0x6

[7620ns] [0x54] [0xFEF42223] | sw a5,-28(s0) | x0 = 0 , 0x0

[7650ns] [0x58] [0xFE442703] | lw a4,-28(s0) | x14 = 6 , 0x6

[7670ns] [0x5C] [0x01A00793] | li a5,26 | x15 = 26 , 0x1a

[7680ns] [0x60] [0xFCE7F8E3] | bgeu a5,a4,30 <main+0x24> | x0 = 1 , 0x1

[7710ns] [0x30] [0xFE442503] | lw a0,-28(s0) | x10 = 6 , 0x6

[7730ns] [0x34] [0x0FC000EF] | jal 130 <function> | x1 = 56 , 0x38

[7740ns] [0x130] [0xFE010113] | add sp,sp,-32 | x2 = 1568 , 0x620

[7750ns] [0x134] [0x00812E23] | sw s0,28(sp) | x0 = 0 , 0x0

[7790ns] [0x138] [0x02010413] | add s0,sp,32 | x8 = 1600 , 0x640

[7800ns] [0x13C] [0xFEA42623] | sw a0,-20(s0) | x0 = 0 , 0x0

[7830ns] [0x140] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[7850ns] [0x144] [0x00100793] | li a5,1 | x15 = 1 , 0x1

[7860ns] [0x148] [0x00F71663] | bne a4,a5,154 <function+0x24> | x0 = 1 , 0x1

[7890ns] [0x154] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[7920ns] [0x158] [0x00200793] | li a5,2 | x15 = 2 , 0x2

[7930ns] [0x15C] [0x00F71663] | bne a4,a5,168 <function+0x38> | x0 = 1 , 0x1

[7980ns] [0x168] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[7990ns] [0x16C] [0x00300793] | li a5,3 | x15 = 3 , 0x3

[8000ns] [0x170] [0x00F71663] | bne a4,a5,17c <function+0x4c> | x0 = 1 , 0x1

[8030ns] [0x17C] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[8040ns] [0x180] [0x00400793] | li a5,4 | x15 = 4 , 0x4

[8050ns] [0x184] [0x00F71663] | bne a4,a5,190 <function+0x60> | x0 = 1 , 0x1

[8140ns] [0x190] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[8150ns] [0x194] [0x00500793] | li a5,5 | x15 = 5 , 0x5

[8160ns] [0x198] [0x00F71663] | bne a4,a5,1a4 <function+0x74> | x0 = 1 , 0x1

[8250ns] [0x1A4] [0xFEC42703] | lw a4,-20(s0) | x14 = 6 , 0x6

[8260ns] [0x1A8] [0x00600793] | li a5,6 | x15 = 6 , 0x6

